"0.038317","K00001","alcohol dehydrogenase [EC:1.1.1.1]"
"0.049262","K00003","homoserine dehydrogenase [EC:1.1.1.3]"
"0.042514","K00013","histidinol dehydrogenase [EC:1.1.1.23]"
"0.050351","K00014","shikimate dehydrogenase [EC:1.1.1.25]"
"0.047251","K00016","L-lactate dehydrogenase [EC:1.1.1.27]"
"0.047788","K00018","glycerate dehydrogenase [EC:1.1.1.29]"
"0.048551","K00024","malate dehydrogenase [EC:1.1.1.37]"
"0.00061785","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"0.048338","K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"0.050457","K00053","ketol-acid reductoisomerase [EC:1.1.1.86]"
"0.05352","K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"0.051116","K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"0.049457","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"0.048973","K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"0.053543","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"0.053847","K00088","IMP dehydrogenase [EC:1.1.1.205]"
"0.046981","K00099","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"0.050302","K00133","aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"
"0.050558","K00134","glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"0.047924","K00174","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"0.04774","K00175","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"0.052488","K00215","4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]"
"0.044804","K00239","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"0.048917","K00240","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"0.013043","K00244","fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"0.047922","K00262","glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"0.044896","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"0.052649","K00287","dihydrofolate reductase [EC:1.5.1.3]"
"0.051773","K00297","methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"0.039129","K00355","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"0.041832","K00382","dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
"0.049371","K00384","thioredoxin reductase (NADPH) [EC:1.8.1.9]"
"0.049066","K00432","glutathione peroxidase [EC:1.11.1.9]"
"0.052744","K00525","ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"
"0.050637","K00526","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"0.047839","K00548","5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"0.047178","K00549","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"0.043347","K00558","DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"0.051706","K00560","thymidylate synthase [EC:2.1.1.45]"
"0.052837","K00566","tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"0.052352","K00588","caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]"
"0.05294","K00600","glycine hydroxymethyltransferase [EC:2.1.2.1]"
"0.052893","K00602","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]"
"0.049085","K00604","methionyl-tRNA formyltransferase [EC:2.1.2.9]"
"0.05374","K00609","aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]"
"0.049159","K00611","ornithine carbamoyltransferase [EC:2.1.3.3]"
"0.055608","K00615","transketolase [EC:2.2.1.1]"
"0.051238","K00625","phosphate acetyltransferase [EC:2.3.1.8]"
"0.016354","K00627","pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"0.04993","K00640","serine O-acetyltransferase [EC:2.3.1.30]"
"0.050886","K00645","[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"0.044125","K00648","3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"0.047783","K00652","8-amino-7-oxononanoate synthase [EC:2.3.1.47]"
"0.035593","K00655","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]"
"0.053832","K00656","formate C-acetyltransferase [EC:2.3.1.54]"
