name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map04071	Sphingolipid signaling pathway	KEGG	97	0.0728433058327254	1.93075047542284e-13	0.023849243817877	4.40681703773943e-05
map04070	Phosphatidylinositol signaling system	KEGG	84	0.0724554336700373	2.15340636271992e-13	0.152173913043478	4.40681703773943e-05
map00562	Inositol phosphate metabolism	KEGG	123	0.0699962943922616	4.42947127930327e-13	0.0429123967232357	4.40681703773943e-05
map02020	Two-component system	KEGG	552	0.0261978603077673	1.42876989218773e-05	2.75426064858714e-06	4.40681703773943e-05
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.0231235890864513	8.08918254439444e-05	0.0302754892703458	4.40681703773943e-05
map01240	Biosynthesis of cofactors	KEGG	703	0.0193023437710939	0.000830539510505867	0.0645888740166988	4.40681703773943e-05
map00220	Arginine biosynthesis	KEGG	83	0.0189865823220829	0.00101303320937614	0.00550778115764086	4.40681703773943e-05
map00051	Fructose and mannose metabolism	KEGG	166	0.0180393480562115	0.00186964928057763	0.000182026445168268	4.40681703773943e-05
map01232	Nucleotide metabolism	KEGG	177	0.0178258532155884	0.00214464736283129	0.00514108766069152	4.40681703773943e-05
map02010	ABC transporters	KEGG	653	0.0172561568946801	0.00312402624604783	0.000799478858919525	4.40681703773943e-05
map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	KEGG	67	0.014791669367546	0.0171908414532829	0.17639807157742	4.40681703773943e-05
map00470	D-Amino acid metabolism	KEGG	120	0.0137872083799666	0.0354946930970566	0.0327455672750551	4.40681703773943e-05
map02060	Phosphotransferase system (PTS)	KEGG	129	0.0123393074203184	0.104662320499586	0.0668096766942021	4.40681703773943e-05
map00998	Biosynthesis of various antibiotics	KEGG	165	0.011640613237237	0.178654436496916	1	4.40681703773943e-05
map00561	Glycerolipid metabolism	KEGG	129	0.0115170468783115	0.1959514216023	0.00762554997522251	4.40681703773943e-05
map01063	Biosynthesis of alkaloids derived from shikimate pathway	KEGG	143	0.0108151182512761	0.339165021429299	0.0932997601927125	4.40681703773943e-05
map01210	2-Oxocarboxylic acid metabolism	KEGG	216	0.0106527732032091	0.384430346618251	1	4.40681703773943e-05
map00760	Nicotinate and nicotinamide metabolism	KEGG	149	0.0104742782568236	0.441621328917652	0.021530141533567	4.40681703773943e-05
map00190	Oxidative phosphorylation	KEGG	239	0.00324731170109719	1	0.00108550854006758	4.40681703773943e-05
map00780	Biotin metabolism	KEGG	53	0.00146922136977776	1	0.0194800279456127	4.40681703773943e-05
map00330	Arginine and proline metabolism	KEGG	176	0.00719123978035653	1	0.043618582581296	4.40681703773943e-05
map04016	MAPK signaling pathway - plant	KEGG	54	0.00138951262976082	1	0.0456521739130434	4.40681703773943e-05
map00230	Purine metabolism	KEGG	318	0.00862389216317679	1	0.0474893723930428	4.40681703773943e-05
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00225590678094587	1	0.0704782894108216	4.40681703773943e-05
map00564	Glycerophospholipid metabolism	KEGG	171	0.00280183690822945	1	0.0802344621166307	4.40681703773943e-05
map00052	Galactose metabolism	KEGG	124	0.00899142316494487	1	0.0920239240884097	4.40681703773943e-05
map00920	Sulfur metabolism	KEGG	142	0.00265732094812541	1	0.13980958014435	4.40681703773943e-05
map00240	Pyrimidine metabolism	KEGG	174	0.00158274552494368	1	0.142512077294686	4.40681703773943e-05
map00643	Styrene degradation	KEGG	49	0.00322788008365294	1	0.147826086956522	4.40681703773943e-05
map00540	Lipopolysaccharide biosynthesis	KEGG	116	0.00106158513006741	1	0.149459698213156	4.40681703773943e-05
map00140	Steroid hormone biosynthesis	KEGG	146	0.00196471952749032	1	0.150554134697357	4.40681703773943e-05
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00313344505578869	1	0.155737107380784	4.40681703773943e-05
map04068	FoxO signaling pathway	KEGG	107	0.00621960329318928	1	0.161220043572985	4.40681703773943e-05
map02024	Quorum sensing	KEGG	338	0.00479569385130948	1	0.176325470454443	4.40681703773943e-05
map01065	Biosynthesis of alkaloids derived from histidine and purine	KEGG	35	0.00862089017143256	1	0.181944714553667	4.40681703773943e-05
