name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01240	Biosynthesis of cofactors	KEGG	703	0.0726800801716703	1.34273686084919e-15	0.0412440078496934	0.023743295032321
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.062400946147968	5.06398382389358e-14	0.0622187162403649	0.023743295032321
map00720	Carbon fixation pathways in prokaryotes	KEGG	160	0.0435046550935936	1.3273575991094e-10	1	0.023743295032321
map00020	Citrate cycle (TCA cycle)	KEGG	86	0.0426100908482159	2.01841125540807e-10	1	0.023743295032321
map01200	Carbon metabolism	KEGG	479	0.031623478720208	6.00803047921867e-08	0.212960709325462	0.023743295032321
map02020	Two-component system	KEGG	552	0.0304315032664046	1.18670721653366e-07	0.036117381489842	0.023743295032321
map00630	Glyoxylate and dicarboxylate metabolism	KEGG	163	0.028738361548867	3.20917118661192e-07	0.168446373403751	0.023743295032321
map00190	Oxidative phosphorylation	KEGG	239	0.0275817897404582	6.4445185234771e-07	0.0979700294789404	0.023743295032321
map04070	Phosphatidylinositol signaling system	KEGG	84	0.0212086618896968	4.18298512222017e-05	0.00573016148636916	0.023743295032321
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.0188708569118141	0.000225115342470526	0.00148395593952006	0.023743295032321
map01230	Biosynthesis of amino acids	KEGG	366	0.0169140582149767	0.000991796884991291	0.127102916534408	0.023743295032321
map02010	ABC transporters	KEGG	653	0.0146504943353097	0.00605635048289221	0.00615245055756291	0.023743295032321
map00220	Arginine biosynthesis	KEGG	83	0.0141343492705788	0.00925912241248429	0.0111758065957377	0.023743295032321
map04071	Sphingolipid signaling pathway	KEGG	97	0.0127814267056207	0.0291281036705929	0.0768946604687302	0.023743295032321
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.0120991957467568	0.0526069702122097	0.247920780315536	0.023743295032321
map00620	Pyruvate metabolism	KEGG	164	0.0117599297826907	0.0707142866629638	0.561732300378226	0.023743295032321
map00561	Glycerolipid metabolism	KEGG	129	0.0117296832140688	0.0723572104159941	0.00874790013437155	0.023743295032321
map00650	Butanoate metabolism	KEGG	160	0.0115367753634338	0.0855713976167344	0.67590834081364	0.023743295032321
map01210	2-Oxocarboxylic acid metabolism	KEGG	216	0.0112673844164263	0.108467383564722	1	0.023743295032321
map00520	Amino sugar and nucleotide sugar metabolism	KEGG	274	0.00957851035600421	0.506373565516967	0.0637495899480608	0.023743295032321
map00550	Peptidoglycan biosynthesis	KEGG	80	0.00162345033840946	1	0.0307288386117657	0.023743295032321
map00780	Biotin metabolism	KEGG	53	0.00161259610818756	1	0.0335543142417584	0.023743295032321
map01051	Biosynthesis of ansamycins	KEGG	64	0.00196690193364308	1	0.0564334085778782	0.023743295032321
map00564	Glycerophospholipid metabolism	KEGG	171	0.00523054694886306	1	0.0617275351822064	0.023743295032321
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00257387594941984	1	0.092663146175296	0.023743295032321
map00760	Nicotinate and nicotinamide metabolism	KEGG	149	0.00433119673142015	1	0.097284442168393	0.023743295032321
map00230	Purine metabolism	KEGG	318	0.00650603066337817	1	0.10405162977134	0.023743295032321
map02060	Phosphotransferase system (PTS)	KEGG	129	0.00413527104879673	1	0.109100540989724	0.023743295032321
map04068	FoxO signaling pathway	KEGG	107	0.00744917010672409	1	0.113492523246493	0.023743295032321
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00199666738244489	1	0.12119861283319	0.023743295032321
map00450	Selenocompound metabolism	KEGG	60	0.00305481060619501	1	0.130997007241862	0.023743295032321
map00540	Lipopolysaccharide biosynthesis	KEGG	116	0.00116645366215067	1	0.134316378387274	0.023743295032321
map02024	Quorum sensing	KEGG	338	0.00430129372681344	1	0.141521118974223	0.023743295032321
map01232	Nucleotide metabolism	KEGG	177	0.0015132030893753	1	0.147869871510477	0.023743295032321
map00051	Fructose and mannose metabolism	KEGG	166	0.00504395755785542	1	0.157848798509172	0.023743295032321
map00330	Arginine and proline metabolism	KEGG	176	0.00323166954117617	1	0.160822168269484	0.023743295032321
map02025	Biofilm formation - Pseudomonas aeruginosa	KEGG	98	0.00220200024644467	1	0.169300225733634	0.023743295032321
map00562	Inositol phosphate metabolism	KEGG	123	0.0086446484652755	1	0.172398530518302	0.023743295032321
map00261	Monobactam biosynthesis	KEGG	67	0.00399924548495708	1	0.187692421795324	0.023743295032321
map01063	Biosynthesis of alkaloids derived from shikimate pathway	KEGG	143	0.00542296455525316	1	0.191907929522902	0.023743295032321
map00470	D-Amino acid metabolism	KEGG	120	0.00460635553631857	1	0.210770592242437	0.023743295032321
map00643	Styrene degradation	KEGG	49	0.00332410586623016	1	0.211495051224171	0.023743295032321
map00140	Steroid hormone biosynthesis	KEGG	146	0.0018945535852825	1	0.21722521271054	0.023743295032321
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.00207246210877312	1	0.224983620814188	0.023743295032321
map04016	MAPK signaling pathway - plant	KEGG	54	0.00126753431563206	1	0.248306997742664	0.023743295032321
map00999	Biosynthesis of various plant secondary metabolites	KEGG	186	0.00336512985461296	1	0.251642616667182	0.023743295032321
map01055	Biosynthesis of vancomycin group antibiotics	KEGG	48	0.00236712562855712	1	0.268990735728221	0.023743295032321
map00360	Phenylalanine metabolism	KEGG	123	0.00493583513335917	1	0.270655350489359	0.023743295032321
map00524	Neomycin, kanamycin and gentamicin biosynthesis	KEGG	139	0.000889497765355829	1	0.27765237020316	0.023743295032321
map00500	Starch and sucrose metabolism	KEGG	143	0.00194465633314809	1	0.28699975547201	0.023743295032321
map00240	Pyrimidine metabolism	KEGG	174	0.00394533285130277	1	0.292512858575956	0.023743295032321
map00270	Cysteine and methionine metabolism	KEGG	189	0.0044438768904185	1	0.292812584266315	0.023743295032321
map00910	Nitrogen metabolism	KEGG	87	0.00573526763532026	1	0.297301070106806	0.023743295032321
map00510	N-Glycan biosynthesis	KEGG	53	0.002643828862543	1	0.311512415349887	0.023743295032321
map00480	Glutathione metabolism	KEGG	95	0.00186412450803888	1	0.325578958477264	0.023743295032321
map00670	One carbon pool by folate	KEGG	51	0.000937466279513066	1	0.328605114510929	0.023743295032321
map04024	cAMP signaling pathway	KEGG	193	0.00523184141338989	1	0.329501596531207	0.023743295032321
map00053	Ascorbate and aldarate metabolism	KEGG	119	0.00149315269154801	1	0.33181426764142	0.023743295032321
map04150	mTOR signaling pathway	KEGG	121	0.00365520036976889	1	0.348347013749066	0.023743295032321
map00680	Methane metabolism	KEGG	283	0.00149879195373614	1	0.362716157829689	0.023743295032321
map00920	Sulfur metabolism	KEGG	142	0.00170052819227955	1	0.369173183591142	0.023743295032321
map00730	Thiamine metabolism	KEGG	67	0.00139775953049504	1	0.376975169300226	0.023743295032321
map00052	Galactose metabolism	KEGG	124	0.00825116518069405	1	0.380039798234664	0.023743295032321
map01220	Degradation of aromatic compounds	KEGG	478	0.00434523687247986	1	0.391417203795809	0.023743295032321
map00030	Pentose phosphate pathway	KEGG	120	0.00138582653758941	1	0.393207601427872	0.023743295032321
map00750	Vitamin B6 metabolism	KEGG	53	0.000969202965696086	1	0.400480803538641	0.023743295032321
map03070	Bacterial secretion system	KEGG	75	0.00135456243262438	1	0.404063205417607	0.023743295032321
map04217	Necroptosis	KEGG	107	0.00427504887167249	1	0.410498285092818	0.023743295032321
map01212	Fatty acid metabolism	KEGG	206	0.00312276521569128	1	0.420801605683572	0.023743295032321
map00860	Porphyrin metabolism	KEGG	287	0.000989155642834863	1	0.451467268623025	0.023743295032321
map01065	Biosynthesis of alkaloids derived from histidine and purine	KEGG	35	0.00321747737100795	1	0.452177595008873	0.023743295032321
map00402	Benzoxazinoid biosynthesis	KEGG	17	0.000889497765355829	1	0.468831394339295	0.023743295032321
map00040	Pentose and glucuronate interconversions	KEGG	147	0.00120792714037443	1	0.479770793540545	0.023743295032321
map04210	Apoptosis	KEGG	114	0.00286042806174953	1	0.482906550361072	0.023743295032321
map00521	Streptomycin biosynthesis	KEGG	45	0.00782764171914977	1	0.485327313769752	0.023743295032321
map00901	Indole alkaloid biosynthesis	KEGG	112	0.000889497765355829	1	0.485327313769752	0.023743295032321
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00151776123907153	1	0.485339251995111	0.023743295032321
map00430	Taurine and hypotaurine metabolism	KEGG	53	0.00175220479372069	1	0.48766338823857	0.023743295032321
map00983	Drug metabolism - other enzymes	KEGG	84	0.00140563416113296	1	0.494909545690129	0.023743295032321
map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	KEGG	67	0.00434526771625709	1	0.500368393694253	0.023743295032321
map00552	Teichoic acid biosynthesis	KEGG	53	0.000889497765355829	1	0.512197412390898	0.023743295032321
map00310	Lysine degradation	KEGG	148	0.00224529931842253	1	0.531382708294202	0.023743295032321
map03018	RNA degradation	KEGG	79	0.00114152213220665	1	0.538992190034548	0.023743295032321
map00260	Glycine, serine and threonine metabolism	KEGG	157	0.00118510446741409	1	0.55145565077782	0.023743295032321
map02026	Biofilm formation - Escherichia coli	KEGG	67	0.00104071238546632	1	0.58126337876703	0.023743295032321
map04146	Peroxisome	KEGG	74	0.0012324253377853	1	0.584650112866817	0.023743295032321
map00071	Fatty acid degradation	KEGG	109	0.00347464610970754	1	0.61671246029233	0.023743295032321
