name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01230	Biosynthesis of amino acids	KEGG	366	0.0932697022365919	1.07296030826594e-16	0.0209024601657395	0.00996885463311344
map01210	2-Oxocarboxylic acid metabolism	KEGG	216	0.0747203409466308	1.85932648664296e-14	1	0.00996885463311344
map00330	Arginine and proline metabolism	KEGG	176	0.0590527273834981	3.01838729404993e-12	0.0290345480394762	0.00996885463311344
map00220	Arginine biosynthesis	KEGG	83	0.0546342513358722	1.48522309943545e-11	0.00606365310386856	0.00996885463311344
map00470	D-Amino acid metabolism	KEGG	120	0.037425112763902	1.90494783274978e-08	0.237632326797112	0.00996885463311344
map00910	Nitrogen metabolism	KEGG	87	0.0312299696003416	4.08386905134551e-07	0.0241823505666289	0.00996885463311344
map02010	ABC transporters	KEGG	653	0.0294455057460052	1.05026395404064e-06	0.00062305341456959	0.00996885463311344
map00600	Sphingolipid metabolism	KEGG	77	0.0200401190467406	0.000284687583864708	0.021443166880074	0.00996885463311344
map04071	Sphingolipid signaling pathway	KEGG	97	0.0163583157724502	0.00360832575757746	0.421171171171171	0.00996885463311344
map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	KEGG	67	0.0157576096163864	0.00556911249234642	0.0882940211489146	0.00996885463311344
map01065	Biosynthesis of alkaloids derived from histidine and purine	KEGG	35	0.0152255949246668	0.00822243010716404	0.0493920306578142	0.00996885463311344
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.012154760335783	0.0885603394116745	0.0341910672511416	0.00996885463311344
map01063	Biosynthesis of alkaloids derived from shikimate pathway	KEGG	143	0.010934837553987	0.239620617772159	0.0483503510610516	0.00996885463311344
map04024	cAMP signaling pathway	KEGG	193	0.0101719506957271	0.452701924473254	0.0947415347893371	0.00996885463311344
map02020	Two-component system	KEGG	552	0.00944159379288006	0.840792682386268	0.142385002065703	0.00996885463311344
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00246361325124059	1	0.0157975121007484	0.00996885463311344
map00860	Porphyrin metabolism	KEGG	287	0.00114965622005735	1	0.0161700971567875	0.00996885463311344
map00480	Glutathione metabolism	KEGG	95	0.00409001059948098	1	0.0172878165459371	0.00996885463311344
map00780	Biotin metabolism	KEGG	53	0.00147118969996833	1	0.026844275815196	0.00996885463311344
map02025	Biofilm formation - Pseudomonas aeruginosa	KEGG	98	0.00452712799360639	1	0.0555182722225612	0.00996885463311344
map00261	Monobactam biosynthesis	KEGG	67	0.0044770280416656	1	0.0577654403839507	0.00996885463311344
map00310	Lysine degradation	KEGG	148	0.00439470086240803	1	0.0609365601156263	0.00996885463311344
map02024	Quorum sensing	KEGG	338	0.00727002373317661	1	0.0662031448115632	0.00996885463311344
map00564	Glycerophospholipid metabolism	KEGG	171	0.00394027623672026	1	0.0666452618049753	0.00996885463311344
map00340	Histidine metabolism	KEGG	94	0.00195739177010647	1	0.0931385481966489	0.00996885463311344
map00750	Vitamin B6 metabolism	KEGG	53	0.00106047501030066	1	0.100359953633091	0.00996885463311344
map00760	Nicotinate and nicotinamide metabolism	KEGG	149	0.00272957170748265	1	0.126393340925724	0.00996885463311344
map00561	Glycerolipid metabolism	KEGG	129	0.00470273452921832	1	0.128853933129594	0.00996885463311344
map00053	Ascorbate and aldarate metabolism	KEGG	119	0.00258887393820309	1	0.13101771168429	0.00996885463311344
map04068	FoxO signaling pathway	KEGG	107	0.00642278646974738	1	0.134250503324995	0.00996885463311344
map00260	Glycine, serine and threonine metabolism	KEGG	157	0.00384240346776724	1	0.143005600314092	0.00996885463311344
map00410	beta-Alanine metabolism	KEGG	77	0.00381354827332798	1	0.143622736018813	0.00996885463311344
map00643	Styrene degradation	KEGG	49	0.00436880692733012	1	0.144144144144144	0.00996885463311344
map04080	Neuroactive ligand-receptor interaction	KEGG	380	0.00234588398806052	1	0.14903292379115	0.00996885463311344
map01055	Biosynthesis of vancomycin group antibiotics	KEGG	48	0.00196183319887785	1	0.149533280458788	0.00996885463311344
map00232	Caffeine metabolism	KEGG	38	0.00246520689689279	1	0.151906733147702	0.00996885463311344
map00730	Thiamine metabolism	KEGG	67	0.00142388589844096	1	0.152637981988563	0.00996885463311344
map01040	Biosynthesis of unsaturated fatty acids	KEGG	106	0.00237406400140618	1	0.161647356060449	0.00996885463311344
map00270	Cysteine and methionine metabolism	KEGG	189	0.00272891028099303	1	0.162743764297086	0.00996885463311344
map00230	Purine metabolism	KEGG	318	0.00864417929960845	1	0.175914884090181	0.00996885463311344
map00540	Lipopolysaccharide biosynthesis	KEGG	116	0.000995752377371175	1	0.187513336336848	0.00996885463311344
map00140	Steroid hormone biosynthesis	KEGG	146	0.0018722358339738	1	0.188579098285645	0.00996885463311344
map00524	Neomycin, kanamycin and gentamicin biosynthesis	KEGG	139	0.00128782928154168	1	0.191441441441441	0.00996885463311344
map01232	Nucleotide metabolism	KEGG	177	0.00123673863984799	1	0.194530784537383	0.00996885463311344
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00381626190241537	1	0.196324562582199	0.00996885463311344
map04150	mTOR signaling pathway	KEGG	121	0.00453310088338087	1	0.220751225265898	0.00996885463311344
map00670	One carbon pool by folate	KEGG	51	0.00141498525272953	1	0.222625539752842	0.00996885463311344
map00552	Teichoic acid biosynthesis	KEGG	53	0.00108551646214069	1	0.224374705814934	0.00996885463311344
map00360	Phenylalanine metabolism	KEGG	123	0.00525403570631732	1	0.231774051391221	0.00996885463311344
map01220	Degradation of aromatic compounds	KEGG	478	0.00543454475107145	1	0.235671837316248	0.00996885463311344
map00240	Pyrimidine metabolism	KEGG	174	0.0010303692606741	1	0.266565061469931	0.00996885463311344
map00999	Biosynthesis of various plant secondary metabolites	KEGG	186	0.00353551590790848	1	0.268398131705983	0.00996885463311344
map00460	Cyanoamino acid metabolism	KEGG	81	0.00360219951889868	1	0.277194802025502	0.00996885463311344
map00983	Drug metabolism - other enzymes	KEGG	84	0.00111257136687605	1	0.281531531531531	0.00996885463311344
map00521	Streptomycin biosynthesis	KEGG	45	0.00714374455607611	1	0.304949107100216	0.00996885463311344
map04016	MAPK signaling pathway - plant	KEGG	54	0.00127576161529937	1	0.306306306306306	0.00996885463311344
map00920	Sulfur metabolism	KEGG	142	0.00174189888656309	1	0.306375754981654	0.00996885463311344
map04152	AMPK signaling pathway	KEGG	107	0.00581678947305311	1	0.310563185679372	0.00996885463311344
map00052	Galactose metabolism	KEGG	124	0.00331038343659745	1	0.323645569432767	0.00996885463311344
map00402	Benzoxazinoid biosynthesis	KEGG	17	0.000895271308982013	1	0.331919956073455	0.00996885463311344
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00176659411044876	1	0.358377564923841	0.00996885463311344
map00901	Indole alkaloid biosynthesis	KEGG	112	0.000895271308982013	1	0.367117117117117	0.00996885463311344
map00030	Pentose phosphate pathway	KEGG	120	0.00131936272625762	1	0.385062567346515	0.00996885463311344
map00280	Valine, leucine and isoleucine degradation	KEGG	111	0.00232354287536476	1	0.398148399741814	0.00996885463311344
