-3.61968,09K95A
-5.13375,0VM1CI
-7.936,1RGWDX
6.9519,1T56G4
-3.37562,26QQrO
-6.45265,4XSG4Y
8.88705,5MKWBH
0.204238,6LVPX8
4.97285,9XELA5
6.61471,9XNMJT
-8.62273,DLODDN
-11.1181,DZVZH0
7.35935,EPJUNL
16.05,EUQG8X
-6.23074,F80LGF
1.20036,F9HJUU
-6.29455,FMFSCB
-9.33131,G7E225
-11.5992,H6CSMA
2.33689,I5N225
-13.7257,J1O0BL
0.509204,J3UYDR
1.56125,JDWAOR
-5.78155,LYDUBY
5.35182,MKBDBY
-1.25796,N5IZ3L
0.431131,NDBDKD
2.55419,O3VQFQ
0.241456,QBC0SD
3.8521,T80OF8
-7.53334,U6GTOL
0.150465,UMKISW
6.74725,VSTPH2
5.80791,W5FDMV
-10.0747,XAD1I4
2.32623,XXN4TH
-7.67167,XYBF9C
4.24428,Y45ETC
-3.0655,YP7H46
-6.72833,ZIBR7F
-0.566388,ZP6YP4
