name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01200	Carbon metabolism	KEGG	479	0.0963409478750385	1.53221541672265e-18	0.0065775038412428	8.89699252737143e-05
map01230	Biosynthesis of amino acids	KEGG	366	0.0602005931845229	1.57363491605653e-13	0.224497239693093	8.89699252737143e-05
map01240	Biosynthesis of cofactors	KEGG	703	0.0573872990014582	4.61338036483379e-13	0.00876513286513825	8.89699252737143e-05
map00710	Carbon fixation in photosynthetic organisms	KEGG	59	0.0541871496001803	1.63780529284024e-12	1	8.89699252737143e-05
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.0506332747764477	7.09342794564732e-12	0.169915839664838	8.89699252737143e-05
map00190	Oxidative phosphorylation	KEGG	239	0.0446366840033947	9.87068966472984e-11	0.000445464526058819	8.89699252737143e-05
map00230	Purine metabolism	KEGG	318	0.0216238164264618	3.55813446117004e-05	0.00250595940097656	8.89699252737143e-05
map04066	HIF-1 signaling pathway	KEGG	91	0.0208914094581076	5.89658324997461e-05	1	8.89699252737143e-05
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.0194467916284893	0.00016446265395672	0.691087578009899	8.89699252737143e-05
map00030	Pentose phosphate pathway	KEGG	120	0.0176750393040891	0.000608563866122358	0.292395702006712	8.89699252737143e-05
map04217	Necroptosis	KEGG	107	0.0112521798436908	0.118893380407891	0.246947213860815	8.89699252737143e-05
map00270	Cysteine and methionine metabolism	KEGG	189	0.0101929650091366	0.307614672342488	0.150895338348277	8.89699252737143e-05
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.00891754674710267	0.994818821345538	0.0285318632613932	8.89699252737143e-05
map00550	Peptidoglycan biosynthesis	KEGG	80	0.00506854068527126	1	5.56062032960714e-06	8.89699252737143e-05
map03018	RNA degradation	KEGG	79	0.00118639190149809	1	0.0015995607605433	8.89699252737143e-05
map01051	Biosynthesis of ansamycins	KEGG	64	0.00204421487702935	1	0.00426439232409392	8.89699252737143e-05
map04112	Cell cycle - Caulobacter	KEGG	32	0.00165754426833596	1	0.0156239299069048	8.89699252737143e-05
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00306933107756894	1	0.0278277002352573	8.89699252737143e-05
map00540	Lipopolysaccharide biosynthesis	KEGG	116	0.00215227896331305	1	0.0594657294475226	8.89699252737143e-05
map02024	Quorum sensing	KEGG	338	0.00604536423316424	1	0.0663984276823273	8.89699252737143e-05
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00690038928221277	1	0.0852769819531813	8.89699252737143e-05
map00450	Selenocompound metabolism	KEGG	60	0.00147625173369279	1	0.0867226861423988	8.89699252737143e-05
map00300	Lysine biosynthesis	KEGG	83	0.00431896916872623	1	0.0909698745672962	8.89699252737143e-05
map00780	Biotin metabolism	KEGG	53	0.0040834795055146	1	0.0931051966559654	8.89699252737143e-05
map00670	One carbon pool by folate	KEGG	51	0.00195704049915881	1	0.142168302520855	8.89699252737143e-05
map00552	Teichoic acid biosynthesis	KEGG	53	0.00245957817907413	1	0.195684279627406	8.89699252737143e-05
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.0024668039938219	1	0.221748400852878	8.89699252737143e-05
map00510	N-Glycan biosynthesis	KEGG	53	0.00274382619801187	1	0.223880597014925	8.89699252737143e-05
map00240	Pyrimidine metabolism	KEGG	174	0.00382386233395187	1	0.250439694968018	8.89699252737143e-05
map00562	Inositol phosphate metabolism	KEGG	123	0.00595602051978931	1	0.256365418594956	8.89699252737143e-05
map01232	Nucleotide metabolism	KEGG	177	0.00172583729873591	1	0.32698908531667	8.89699252737143e-05
map00061	Fatty acid biosynthesis	KEGG	97	0.00577796584172463	1	0.338148994786541	8.89699252737143e-05
map00051	Fructose and mannose metabolism	KEGG	166	0.0034998504259798	1	0.342448535899447	8.89699252737143e-05
map00220	Arginine biosynthesis	KEGG	83	0.00291331586963022	1	0.418565409222411	8.89699252737143e-05
map02020	Two-component system	KEGG	552	0.00344980257124421	1	0.437271230548705	8.89699252737143e-05
map00620	Pyruvate metabolism	KEGG	164	0.00654517703521975	1	0.437880495397786	8.89699252737143e-05
map00650	Butanoate metabolism	KEGG	160	0.00453762349544776	1	0.437880495397786	8.89699252737143e-05
map04122	Sulfur relay system	KEGG	40	0.00102268522677839	1	0.462347730870434	8.89699252737143e-05
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00255393717803302	1	0.476120917322901	8.89699252737143e-05
map00564	Glycerophospholipid metabolism	KEGG	171	0.00283342643866987	1	0.485848474596597	8.89699252737143e-05
map04146	Peroxisome	KEGG	74	0.0013027254711531	1	0.488272921108742	8.89699252737143e-05
map00740	Riboflavin metabolism	KEGG	78	0.00102268522677839	1	0.507779510744854	8.89699252737143e-05
map00460	Cyanoamino acid metabolism	KEGG	81	0.00442854391348172	1	0.523091123418378	8.89699252737143e-05
map00790	Folate biosynthesis	KEGG	142	0.00168149004188861	1	0.52512164452463	8.89699252737143e-05
map04214	Apoptosis - fly	KEGG	57	0.00540665729356432	1	0.539445628997868	8.89699252737143e-05
map04016	MAPK signaling pathway - plant	KEGG	54	0.00131735724127386	1	0.541577825159915	8.89699252737143e-05
map00470	D-Amino acid metabolism	KEGG	120	0.00440327288026141	1	0.574536264254851	8.89699252737143e-05
map00910	Nitrogen metabolism	KEGG	87	0.00114668548889736	1	0.579027937236892	8.89699252737143e-05
