name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01230	Biosynthesis of amino acids	KEGG	366	0.0754001398979228	4.77887696307597e-11	0.000515584780094234	0.000133290274981686
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.0394838389931655	1.13565991183151e-06	0.0941419885945672	0.000133290274981686
map04066	HIF-1 signaling pathway	KEGG	91	0.0383574512231152	1.68583158827139e-06	1	0.000133290274981686
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.0266991836597115	0.000169625331814053	0.000258578014810048	0.000133290274981686
map04217	Necroptosis	KEGG	107	0.0233819653824065	0.00076984362393149	0.478833841048826	0.000133290274981686
map01200	Carbon metabolism	KEGG	479	0.0149819847072651	0.0633721217490385	0.342405631704637	0.000133290274981686
map00230	Purine metabolism	KEGG	318	0.0144066724068282	0.0886269631779219	0.022462436531329	0.000133290274981686
map01240	Biosynthesis of cofactors	KEGG	703	0.0143839632618683	0.0894961382713639	0.0995642454473366	0.000133290274981686
map00620	Pyruvate metabolism	KEGG	164	0.0133478041422773	0.166579659374075	0.183659306609023	0.000133290274981686
map00240	Pyrimidine metabolism	KEGG	174	0.0131584060728227	0.186405629463723	0.000378887796544348	0.000133290274981686
map00710	Carbon fixation in photosynthetic organisms	KEGG	59	0.0124435571933763	0.289567787226846	1	0.000133290274981686
map00670	One carbon pool by folate	KEGG	51	0.0113216642471053	0.589890484220016	0.000238207915510632	0.000133290274981686
map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG	106	0.0109111639357432	0.767747117809231	1	0.000133290274981686
map00550	Peptidoglycan biosynthesis	KEGG	80	0.00632726410384345	1	8.33064218635537e-06	0.000133290274981686
map00190	Oxidative phosphorylation	KEGG	239	0.0062676542744518	1	0.000122773388272113	0.000133290274981686
map04112	Cell cycle - Caulobacter	KEGG	32	0.00173930738565967	1	0.0117957600838242	0.000133290274981686
map02024	Quorum sensing	KEGG	338	0.00686580681378281	1	0.0264517324614732	0.000133290274981686
map02026	Biofilm formation - Escherichia coli	KEGG	67	0.00861101683327821	1	0.0301791017315287	0.000133290274981686
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00388309807936239	1	0.0474249729143161	0.000133290274981686
map03018	RNA degradation	KEGG	79	0.00153134205991069	1	0.0479434691387548	0.000133290274981686
map00300	Lysine biosynthesis	KEGG	83	0.00706118434138841	1	0.0979821633579	0.000133290274981686
map04016	MAPK signaling pathway - plant	KEGG	54	0.00170038631327746	1	0.0984102640215043	0.000133290274981686
map00270	Cysteine and methionine metabolism	KEGG	189	0.00874785552062848	1	0.109764938340286	0.000133290274981686
map00543	Exopolysaccharide biosynthesis	KEGG	73	0.00161683619105093	1	0.110209601081812	0.000133290274981686
map00051	Fructose and mannose metabolism	KEGG	166	0.00768526772287823	1	0.124935516705879	0.000133290274981686
map00564	Glycerophospholipid metabolism	KEGG	171	0.00652560476680608	1	0.13311067785047	0.000133290274981686
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00940220763819577	1	0.138245667306458	0.000133290274981686
map00460	Cyanoamino acid metabolism	KEGG	81	0.0041546968341516	1	0.178078464354623	0.000133290274981686
map00450	Selenocompound metabolism	KEGG	60	0.00130810322385761	1	0.182706719264678	0.000133290274981686
map00552	Teichoic acid biosynthesis	KEGG	53	0.0017331800110322	1	0.285038471333887	0.000133290274981686
map04146	Peroxisome	KEGG	74	0.00247664626538117	1	0.328765316050727	0.000133290274981686
map00730	Thiamine metabolism	KEGG	67	0.00178185480897368	1	0.332805179344504	0.000133290274981686
map03060	Protein export	KEGG	39	0.00216918950954395	1	0.344794335439585	0.000133290274981686
map00740	Riboflavin metabolism	KEGG	78	0.00199722310383721	1	0.363083164300203	0.000133290274981686
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.00560489764659445	1	0.366580101990521	0.000133290274981686
map01232	Nucleotide metabolism	KEGG	177	0.00203395112043692	1	0.375765758406855	0.000133290274981686
map00061	Fatty acid biosynthesis	KEGG	97	0.00537509182029854	1	0.395025161258664	0.000133290274981686
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.00483044939024113	1	0.434068833588944	0.000133290274981686
map00561	Glycerolipid metabolism	KEGG	129	0.00508166077981211	1	0.445293000918908	0.000133290274981686
map01051	Biosynthesis of ansamycins	KEGG	64	0.00170038631327746	1	0.456389452332657	0.000133290274981686
map00500	Starch and sucrose metabolism	KEGG	143	0.00288944409874769	1	0.465569277584603	0.000133290274981686
map00780	Biotin metabolism	KEGG	53	0.00165462363719957	1	0.494219757142441	0.000133290274981686
map00520	Amino sugar and nucleotide sugar metabolism	KEGG	274	0.00518598263960553	1	0.514569392760662	0.000133290274981686
map04214	Apoptosis - fly	KEGG	57	0.00867101540145262	1	0.533468559837728	0.000133290274981686
map00260	Glycine, serine and threonine metabolism	KEGG	157	0.00163059292948189	1	0.54424524709101	0.000133290274981686
map00040	Pentose and glucuronate interconversions	KEGG	147	0.00219344312729268	1	0.545483926125662	0.000133290274981686
map04068	FoxO signaling pathway	KEGG	107	0.00856842082956697	1	0.550254069071903	0.000133290274981686
map00220	Arginine biosynthesis	KEGG	83	0.00243078855303626	1	0.572486797771665	0.000133290274981686
map00510	N-Glycan biosynthesis	KEGG	53	0.00354160919068543	1	0.580121703853955	0.000133290274981686
map00440	Phosphonate and phosphinate metabolism	KEGG	100	0.00168247693514402	1	0.584178498985801	0.000133290274981686
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00139610665721728	1	0.596742610891417	0.000133290274981686
map04122	Sulfur relay system	KEGG	40	0.00131877207867656	1	0.611491797530427	0.000133290274981686
map02020	Two-component system	KEGG	552	0.00321208136754418	1	0.613494342346774	0.000133290274981686
map00562	Inositol phosphate metabolism	KEGG	123	0.00511043907235355	1	0.61474154631988	0.000133290274981686
map00052	Galactose metabolism	KEGG	124	0.00800418035202966	1	0.624905918634285	0.000133290274981686
map04070	Phosphatidylinositol signaling system	KEGG	84	0.00679733003390306	1	0.671399594320487	0.000133290274981686
map00071	Fatty acid degradation	KEGG	109	0.00616363624117139	1	0.67342799188641	0.000133290274981686
map00650	Butanoate metabolism	KEGG	160	0.0052978297187762	1	0.676497784565013	0.000133290274981686
map00470	D-Amino acid metabolism	KEGG	120	0.00724824787402795	1	0.687248456399138	0.000133290274981686
map00140	Steroid hormone biosynthesis	KEGG	146	0.00187277686749188	1	0.68762677484787	0.000133290274981686
map00030	Pentose phosphate pathway	KEGG	120	0.00476691700014221	1	0.689585260075993	0.000133290274981686
map00630	Glyoxylate and dicarboxylate metabolism	KEGG	163	0.00462415111722691	1	0.692193769347704	0.000133290274981686
map00760	Nicotinate and nicotinamide metabolism	KEGG	149	0.00219092015466303	1	0.692193769347704	0.000133290274981686
map00600	Sphingolipid metabolism	KEGG	77	0.00701500925026322	1	0.698509230675856	0.000133290274981686
map01220	Degradation of aromatic compounds	KEGG	478	0.00607746283391544	1	0.710814297442058	0.000133290274981686
map00750	Vitamin B6 metabolism	KEGG	53	0.00119325355317716	1	0.724860984083664	0.000133290274981686
map02030	Bacterial chemotaxis	KEGG	32	0.00139610665721728	1	0.744421906693712	0.000133290274981686
map00280	Valine, leucine and isoleucine degradation	KEGG	111	0.00511935801617188	1	0.765141719304479	0.000133290274981686
map00627	Aminobenzoate degradation	KEGG	175	0.00398354099110678	1	0.780933062880324	0.000133290274981686
map00633	Nitrotoluene degradation	KEGG	49	0.00147809312010016	1	0.801217038539554	0.000133290274981686
map00053	Ascorbate and aldarate metabolism	KEGG	119	0.00164725532007669	1	0.803245436105477	0.000133290274981686
map00531	Glycosaminoglycan degradation	KEGG	19	0.00196055076828066	1	0.810913768366893	0.000133290274981686
map02060	Phosphotransferase system (PTS)	KEGG	129	0.00147534023716412	1	0.811755156802838	0.000133290274981686
map00350	Tyrosine metabolism	KEGG	162	0.00342762536512425	1	0.830990984709383	0.000133290274981686
map00402	Benzoxazinoid biosynthesis	KEGG	17	0.00119325355317716	1	0.839756592292089	0.000133290274981686
map00480	Glutathione metabolism	KEGG	95	0.00142088058523428	1	0.842673921348037	0.000133290274981686
map04216	Ferroptosis	KEGG	62	0.00213077495463532	1	0.843813387423935	0.000133290274981686
map04080	Neuroactive ligand-receptor interaction	KEGG	380	0.00317995388599666	1	0.85517527537429	0.000133290274981686
map00920	Sulfur metabolism	KEGG	142	0.00288760791345346	1	0.871762319887899	0.000133290274981686
map00643	Styrene degradation	KEGG	49	0.00163814673377479	1	0.877642919606799	0.000133290274981686
map00430	Taurine and hypotaurine metabolism	KEGG	53	0.00310104592410276	1	0.880324543610548	0.000133290274981686
map00910	Nitrogen metabolism	KEGG	87	0.00131877207867656	1	0.881553125876086	0.000133290274981686
map00330	Arginine and proline metabolism	KEGG	176	0.00182646863964133	1	0.892890718808627	0.000133290274981686
map04142	Lysosome	KEGG	112	0.00238683034081486	1	0.900608519269777	0.000133290274981686
map02010	ABC transporters	KEGG	653	0.00209265983788896	1	0.902784599929673	0.000133290274981686
map01065	Biosynthesis of alkaloids derived from histidine and purine	KEGG	35	0.0026941397714108	1	0.904912679958443	0.000133290274981686
map04150	mTOR signaling pathway	KEGG	121	0.00474192898691715	1	0.904912679958443	0.000133290274981686
map04024	cAMP signaling pathway	KEGG	193	0.0037025926430465	1	0.912655221886904	0.000133290274981686
