name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01240	Biosynthesis of cofactors	KEGG	703	0.0804193529101701	2.69224178203446e-13	0.00558913205120432	0.000142912666125095
map01230	Biosynthesis of amino acids	KEGG	366	0.0519651428740739	1.02724196374198e-09	0.000161648231395256	0.000142912666125095
map00670	One carbon pool by folate	KEGG	51	0.0494272914365958	2.44433493052006e-09	8.93204163281843e-06	0.000142912666125095
map00300	Lysine biosynthesis	KEGG	83	0.0383401251522533	1.58869310951541e-07	0.0484286966320271	0.000142912666125095
map04066	HIF-1 signaling pathway	KEGG	91	0.0266258149827701	3.18315889130455e-05	1	0.000142912666125095
map01200	Carbon metabolism	KEGG	479	0.0252649384387249	6.36199176526102e-05	0.0515408212352025	0.000142912666125095
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.0217377574311255	0.000424801387058989	0.000423763565974236	0.000142912666125095
map00710	Carbon fixation in photosynthetic organisms	KEGG	59	0.0211428177661235	0.000592265930179354	1	0.000142912666125095
map00550	Peptidoglycan biosynthesis	KEGG	80	0.0189009079208659	0.002186788622306	9.02052435730165e-06	0.000142912666125095
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.018746386377938	0.00239077705997992	0.398368220522509	0.000142912666125095
map04217	Necroptosis	KEGG	107	0.0166527968831625	0.00870197549566354	0.461620280821784	0.000142912666125095
map00562	Inositol phosphate metabolism	KEGG	123	0.014245114072191	0.0420860691434801	0.35048620675264	0.000142912666125095
map00521	Streptomycin biosynthesis	KEGG	45	0.0124556273352006	0.145171570098107	0.751020408163265	0.000142912666125095
map00190	Oxidative phosphorylation	KEGG	239	0.00963775244750149	1	0.000590733291542008	0.000142912666125095
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00451037144400297	1	0.00164970114148604	0.000142912666125095
map00230	Purine metabolism	KEGG	318	0.00876429811301422	1	0.0050061484536968	0.000142912666125095
map00780	Biotin metabolism	KEGG	53	0.00368705150389972	1	0.0065105796919995	0.000142912666125095
map04112	Cell cycle - Caulobacter	KEGG	32	0.00159609241539033	1	0.0107723205947369	0.000142912666125095
map03018	RNA degradation	KEGG	79	0.00132409850453247	1	0.0189412551851466	0.000142912666125095
map00240	Pyrimidine metabolism	KEGG	174	0.00364789249517862	1	0.023637244401523	0.000142912666125095
map02024	Quorum sensing	KEGG	338	0.00664105420549845	1	0.0409545515025032	0.000142912666125095
map04122	Sulfur relay system	KEGG	40	0.00224495613766512	1	0.0444388798464174	0.000142912666125095
map01051	Biosynthesis of ansamycins	KEGG	64	0.00147026522256528	1	0.0897959183673469	0.000142912666125095
map01232	Nucleotide metabolism	KEGG	177	0.00260181985455157	1	0.0907538566476539	0.000142912666125095
map00051	Fructose and mannose metabolism	KEGG	166	0.00553592412352465	1	0.116936653971356	0.000142912666125095
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00400918772925387	1	0.126714042134736	0.000142912666125095
map03060	Protein export	KEGG	39	0.00222891635143044	1	0.185382903056157	0.000142912666125095
map00520	Amino sugar and nucleotide sugar metabolism	KEGG	274	0.00356105566073758	1	0.194653984038767	0.000142912666125095
map04146	Peroxisome	KEGG	74	0.00146723237769898	1	0.2	0.000142912666125095
map00061	Fatty acid biosynthesis	KEGG	97	0.00582430555240769	1	0.215597310584601	0.000142912666125095
map00510	N-Glycan biosynthesis	KEGG	53	0.00334011329630381	1	0.220408163265306	0.000142912666125095
map00564	Glycerophospholipid metabolism	KEGG	171	0.00535841453490759	1	0.240700103226862	0.000142912666125095
map04016	MAPK signaling pathway - plant	KEGG	54	0.00147026522256528	1	0.255648762572514	0.000142912666125095
map00450	Selenocompound metabolism	KEGG	60	0.00120445324892912	1	0.263429520913835	0.000142912666125095
map00730	Thiamine metabolism	KEGG	67	0.00166700460180887	1	0.272912013558637	0.000142912666125095
map00740	Riboflavin metabolism	KEGG	78	0.00162959163576743	1	0.281632653061224	0.000142912666125095
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.00321557353457217	1	0.293877551020408	0.000142912666125095
map02026	Biofilm formation - Escherichia coli	KEGG	67	0.0019459903855787	1	0.306973832477777	0.000142912666125095
map00270	Cysteine and methionine metabolism	KEGG	189	0.00439921563062957	1	0.309664202862336	0.000142912666125095
map04070	Phosphatidylinositol signaling system	KEGG	84	0.00820170647788244	1	0.35048620675264	0.000142912666125095
map00052	Galactose metabolism	KEGG	124	0.00654342000254966	1	0.367019934930116	0.000142912666125095
map00480	Glutathione metabolism	KEGG	95	0.0024085771275996	1	0.392900850023798	0.000142912666125095
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00247715902085393	1	0.4	0.000142912666125095
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.00623133483731395	1	0.404611328299931	0.000142912666125095
map00500	Starch and sucrose metabolism	KEGG	143	0.0018309838416801	1	0.405632379644472	0.000142912666125095
map00620	Pyruvate metabolism	KEGG	164	0.00656803720888441	1	0.407795714026758	0.000142912666125095
map00030	Pentose phosphate pathway	KEGG	120	0.00434445058898879	1	0.456332857755198	0.000142912666125095
map00470	D-Amino acid metabolism	KEGG	120	0.00486738890821203	1	0.464289784710536	0.000142912666125095
map02060	Phosphotransferase system (PTS)	KEGG	129	0.00197259257378202	1	0.466624732874578	0.000142912666125095
map00552	Teichoic acid biosynthesis	KEGG	53	0.00133471806583952	1	0.484228326748474	0.000142912666125095
map04068	FoxO signaling pathway	KEGG	107	0.0086144103202881	1	0.488786080659761	0.000142912666125095
map04214	Apoptosis - fly	KEGG	57	0.00550619001667799	1	0.5	0.000142912666125095
map00261	Monobactam biosynthesis	KEGG	67	0.00316495386522656	1	0.539376486791036	0.000142912666125095
map02010	ABC transporters	KEGG	653	0.00235057476261866	1	0.580951210309575	0.000142912666125095
map00460	Cyanoamino acid metabolism	KEGG	81	0.00315960547350235	1	0.584136722173532	0.000142912666125095
map00561	Glycerolipid metabolism	KEGG	129	0.00392056820129327	1	0.606839341388773	0.000142912666125095
map00630	Glyoxylate and dicarboxylate metabolism	KEGG	163	0.00369666344272933	1	0.618043899549854	0.000142912666125095
map00910	Nitrogen metabolism	KEGG	87	0.00174065027310831	1	0.653804036559676	0.000142912666125095
