"0.024555","K00001","alcohol dehydrogenase [EC:1.1.1.1]"
"0.015728","K00002","alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
"0.026579","K00003","homoserine dehydrogenase [EC:1.1.1.3]"
"0.012911","K00004","(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]"
"0.028079","K00005","glycerol dehydrogenase [EC:1.1.1.6]"
"0.023579","K00008","L-iditol 2-dehydrogenase [EC:1.1.1.14]"
"0.0063986","K00009","mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"
"0.026226","K00010","myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]"
"0.026723","K00011","aldehyde reductase [EC:1.1.1.21]"
"0.02775","K00012","UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"0.025189","K00013","histidinol dehydrogenase [EC:1.1.1.23]"
"0.023012","K00014","shikimate dehydrogenase [EC:1.1.1.25]"
"0.026232","K00015","glyoxylate reductase [EC:1.1.1.26]"
"0.024413","K00016","L-lactate dehydrogenase [EC:1.1.1.27]"
"0.024666","K00018","glycerate dehydrogenase [EC:1.1.1.29]"
"0.010339","K00019","3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"
"-0.011177","K00020","3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
"0.027711","K00023","acetoacetyl-CoA reductase [EC:1.1.1.36]"
"0.023669","K00024","malate dehydrogenase [EC:1.1.1.37]"
"0.02698","K00027","malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"
"0.013595","K00029","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"
"0.026641","K00030","isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"0.0051289","K00031","isocitrate dehydrogenase [EC:1.1.1.42]"
"0.019904","K00032","phosphogluconate 2-dehydrogenase [EC:1.1.1.43]"
"-0.0068928","K00033","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"0.02109","K00034","glucose 1-dehydrogenase [EC:1.1.1.47]"
"-0.015928","K00036","glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"0.027772","K00038","3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]"
"0.026843","K00039","ribitol 2-dehydrogenase [EC:1.1.1.56]"
"0.025182","K00040","fructuronate reductase [EC:1.1.1.57]"
"0.026729","K00041","tagaturonate reductase [EC:1.1.1.58]"
"0.024107","K00042","2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"0.016034","K00048","lactaldehyde reductase [EC:1.1.1.77]"
"0.021998","K00052","3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"0.023606","K00053","ketol-acid reductoisomerase [EC:1.1.1.86]"
"0.01862","K00054","hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]"
"0.025535","K00057","glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"0.027547","K00058","D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"0.025564","K00059","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"0.023849","K00060","threonine 3-dehydrogenase [EC:1.1.1.103]"
"0.021358","K00065","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]"
"0.022464","K00067","dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"
"0.023897","K00068","sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]"
"0.02481","K00073","ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]"
"0.021404","K00074","3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"
"0.025707","K00075","UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"0.0041426","K00076","7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"0.022904","K00077","2-dehydropantoate 2-reductase [EC:1.1.1.169]"
"0.025545","K00086","1,3-propanediol dehydrogenase [EC:1.1.1.202]"
"0.026","K00087","xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"
"0.026062","K00088","IMP dehydrogenase [EC:1.1.1.205]"
"0.026402","K00090","glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"0.0063249","K00096","glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"
"0.023193","K00097","4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]"
"0.0218","K00099","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"0.022267","K00100","butanol dehydrogenase [EC:1.1.1.-]"
"0.017651","K00101","L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"
"-0.019086","K00102","D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"
"0.010885","K00104","glycolate oxidase [EC:1.1.3.15]"
"-0.015713","K00105","alpha-glycerophosphate oxidase [EC:1.1.3.21]"
"0.022724","K00111","glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"0.025307","K00112","glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]"
"0.025184","K00113","glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]"
"-0.024084","K00116","malate dehydrogenase (quinone) [EC:1.1.5.4]"
"-0.012205","K00121","S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"0.01001","K00123","formate dehydrogenase major subunit [EC:1.17.1.9]"
"-0.023557","K00124","formate dehydrogenase iron-sulfur subunit"
"-0.023266","K00127","formate dehydrogenase subunit gamma"
"0.013992","K00128","aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]"
"0.023024","K00131","glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]"
"-0.010218","K00132","acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]"
"0.021922","K00133","aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]"
"0.024808","K00134","glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"-0.018891","K00135","succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"-0.015348","K00138","aldehyde dehydrogenase [EC:1.2.1.-]"
"0.012868","K00140","malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
"0.022832","K00145","N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"
"0.020885","K00147","glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"0.013602","K00148","glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]"
"0.025282","K00156","pyruvate dehydrogenase (quinone) [EC:1.2.5.1]"
"0.019407","K00158","pyruvate oxidase [EC:1.2.3.3]"
"0.016213","K00161","pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"
"0.016009","K00162","pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
"-0.0060654","K00163","pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"-0.0083176","K00164","2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
"0.02774","K00174","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"0.027789","K00175","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"0.026441","K00176","2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"
