"-0.029597","0.077381","Lipid","Phospholipid Metabolism","1,2-dilinoleoyl-GPC (18:2/18:2)"
"-0.081959","0.11672","Lipid","Phospholipid Metabolism","1,2-dioleoyl-GPC (18:1/18:1)*"
"-0.048366","0.068531","Lipid","Phospholipid Metabolism","1,2-dioleoyl-GPE (18:1/18:1)"
"-0.060739","0.078042","Lipid","Phospholipid Metabolism","1,2-dipalmitoyl-GPC (16:0/16:0)"
"-0.024897","0.0023318","Amino Acid","Polyamine Metabolism","1,3-diaminopropane"
"0.09489","-0.065969","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)"
"0.021567","-0.045294","Xenobiotics","Xanthine Metabolism","1,7-dimethylurate"
"-0.0084697","0.068363","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*"
"-0.08159","0.093459","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"
"-0.0066501","0.065235","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*"
"-0.092382","0.091881","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*"
"-0.023378","0.080674","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*"
"-0.083974","0.095898","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*"
"-0.054743","0.056536","Lipid","Plasmalogen","1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*"
"-0.0029716","0.027259","Lipid","Lysoplasmalogen","1-(1-enyl-palmitoyl)-GPE (P-16:0)*"
"-0.03356","0.074799","Lipid","Plasmalogen","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*"
"-0.031738","0.071706","Lipid","Plasmalogen","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*"
"-0.064255","0.10109","Lipid","Plasmalogen","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)"
"-0.061527","0.060329","Lipid","Lysoplasmalogen","1-(1-enyl-stearoyl)-GPE (P-18:0)*"
"-0.057532","0.091156","Lipid","Phospholipid Metabolism","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*"
"0.019518","0.022299","Lipid","Lysolipid","1-linoleoyl-GPC (18:2)"
"-0.046949","0.05242","Lipid","Lysolipid","1-linoleoyl-GPE (18:2)*"
"0.043283","-0.014551","Nucleotide","Purine Metabolism, Adenine containing","1-methyladenine"
"-0.0017542","0.0002852","Amino Acid","Histidine Metabolism","1-methylhistamine"
"-0.024404","0.043068","Amino Acid","Histidine Metabolism","1-methylhistidine"
"0.0037141","-0.011175","Amino Acid","Histidine Metabolism","1-methylimidazoleacetate"
"0.077916","-0.086468","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","1-methylnicotinamide"
"0.01573","-0.015914","Xenobiotics","Xanthine Metabolism","1-methylurate"
"0.024758","-0.040964","Xenobiotics","Xanthine Metabolism","1-methylxanthine"
"-0.026235","0.032559","Lipid","Diacylglycerol","1-oleoyl-2-linoleoyl-glycerol (18:1/18:2)"
"-0.064391","0.11148","Lipid","Phospholipid Metabolism","1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*"
"-0.011092","0.029762","Lipid","Phospholipid Metabolism","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*"
"-0.040051","0.051085","Lipid","Diacylglycerol","1-oleoyl-3-linoleoyl-glycerol (18:1/18:2)"
"0.026534","-0.00087337","Lipid","Lysolipid","1-oleoyl-GPC (18:1)"
"-0.017102","0.032414","Lipid","Lysolipid","1-oleoyl-GPE (18:1)"
"-0.0092959","0.024831","Lipid","Lysolipid","1-oleoyl-GPS (18:1)"
"-0.044707","0.096956","Lipid","Phospholipid Metabolism","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*"
"-0.026984","0.045922","Lipid","Phospholipid Metabolism","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4)"
"-0.067864","0.049861","Lipid","Phospholipid Metabolism","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*"
"-0.0094394","0.02643","Lipid","Phospholipid Metabolism","1-palmitoyl-2-linolenoyl-GPC (16:0/18:3)*"
"-0.02637","0.020769","Lipid","Diacylglycerol","1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2)*"
"-0.042948","0.096123","Lipid","Phospholipid Metabolism","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)"
"-0.078647","0.037128","Lipid","Phospholipid Metabolism","1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)"
"-0.073628","0.11981","Lipid","Phospholipid Metabolism","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)"
"-0.077393","0.046453","Lipid","Phospholipid Metabolism","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"
"-0.043185","0.076591","Lipid","Phospholipid Metabolism","1-palmitoyl-2-oleoyl-GPS (16:0/18:1)"
"-0.057605","0.10623","Lipid","Phospholipid Metabolism","1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*"
"-0.065813","0.0644","Lipid","Phospholipid Metabolism","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)"
"-0.065265","0.057998","Lipid","Diacylglycerol","1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2)*"
"0.023849","0.018658","Lipid","Lysolipid","1-palmitoyl-GPC (16:0)"
"0.011785","-0.034938","Lipid","Lysolipid","1-palmitoyl-GPE (16:0)"
"-0.024544","0.012787","Lipid","Lysolipid","1-palmitoyl-GPG (16:0)*"
"-0.053002","0.073664","Lipid","Phospholipid Metabolism","1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)"
"-0.042735","0.078924","Lipid","Phospholipid Metabolism","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)"
"-0.059621","0.10781","Lipid","Phospholipid Metabolism","1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*"
"-0.057812","0.081219","Lipid","Phospholipid Metabolism","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*"
"-0.099573","0.13098","Lipid","Phospholipid Metabolism","1-stearoyl-2-oleoyl-GPC (18:0/18:1)"
"-0.070406","0.094909","Lipid","Phospholipid Metabolism","1-stearoyl-2-oleoyl-GPE (18:0/18:1)"
"0.00022418","0.027141","Lipid","Lysolipid","1-stearoyl-GPC (18:0)"
"0.022398","-0.01474","Lipid","Lysolipid","1-stearoyl-GPE (18:0)"
"-0.06315","0.070625","Lipid","Lysolipid","1-stearoyl-GPI (18:0)"
"0.030716","-0.011072","Lipid","Lysolipid","1-stearoyl-GPS (18:0)*"
"0.017862","0.045821","Lipid","Eicosanoid","12-HETE"
"-0.0045648","0.0089831","Xenobiotics","Chemical","12-hydroxyoleate"
"0.027082","0.010203","Lipid","Fatty Acid, Monohydroxy","13-HODE + 9-HODE"
"-0.040085","-0.0088807","Nucleotide","Purine Metabolism, Adenine containing","2'-deoxyadenosine"
"-0.0042046","-0.03853","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine"
"-0.057028","0.0050325","Nucleotide","Purine Metabolism, Guanine containing","2'-deoxyguanosine"
"-0.081017","0.039494","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","2'-deoxyinosine"
