name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map01200	Carbon metabolism	KEGG	479	0.0525064899876715	4.03917954574457e-13	0.111607974572012	2.40774836037961e-05
map00670	One carbon pool by folate	KEGG	51	0.0395465965404578	2.09391611902273e-10	1.50484272523725e-06	2.40774836037961e-05
map00710	Carbon fixation in photosynthetic organisms	KEGG	59	0.0333502402631597	6.51197509183722e-09	1	2.40774836037961e-05
map01240	Biosynthesis of cofactors	KEGG	703	0.0331373593576727	7.34920456450011e-09	0.0888811932781654	2.40774836037961e-05
map04066	HIF-1 signaling pathway	KEGG	91	0.0320350704162829	1.40654338338038e-08	1	2.40774836037961e-05
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.0266661460166635	4.09951000955754e-07	0.000107974125415685	2.40774836037961e-05
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.0229019830499161	5.45109771904912e-06	0.598594851695417	2.40774836037961e-05
map04217	Necroptosis	KEGG	107	0.0210167821992565	2.15699725678706e-05	0.29296658446036	2.40774836037961e-05
map00190	Oxidative phosphorylation	KEGG	239	0.0204190513700616	3.36935558177714e-05	0.000789440408553051	2.40774836037961e-05
map00230	Purine metabolism	KEGG	318	0.0188246853466599	0.000114937551288204	0.00175442903860705	2.40774836037961e-05
map01230	Biosynthesis of amino acids	KEGG	366	0.0176315537935043	0.00029675591248904	0.466023350849228	2.40774836037961e-05
map00521	Streptomycin biosynthesis	KEGG	45	0.0175850520148026	0.000306983458483324	0.864303680509214	2.40774836037961e-05
map00562	Inositol phosphate metabolism	KEGG	123	0.0169724096118685	0.00050443570517599	0.1699604743083	2.40774836037961e-05
map00550	Peptidoglycan biosynthesis	KEGG	80	0.0118767887983109	0.044091244686316	2.44414981309521e-06	2.40774836037961e-05
map00620	Pyruvate metabolism	KEGG	164	0.0116034516503711	0.056760859593596	0.326223718489742	2.40774836037961e-05
map00541	O-Antigen nucleotide sugar biosynthesis	KEGG	185	0.0115321877672466	0.0604684348706002	1	2.40774836037961e-05
map00300	Lysine biosynthesis	KEGG	83	0.0113012475778202	0.0749305741544362	0.0410024800759469	2.40774836037961e-05
map00720	Carbon fixation pathways in prokaryotes	KEGG	160	0.0103624086472554	0.183461885407063	1	2.40774836037961e-05
map04070	Phosphatidylinositol signaling system	KEGG	84	0.00948454724026749	0.430558879505346	0.21694214876033	2.40774836037961e-05
map00240	Pyrimidine metabolism	KEGG	174	0.00930877074859262	0.510014521676365	0.0276262835262228	2.40774836037961e-05
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00345486941962105	1	0.00200222082540578	2.40774836037961e-05
map04112	Cell cycle - Caulobacter	KEGG	32	0.00168994466548468	1	0.0121365194430322	2.40774836037961e-05
map03018	RNA degradation	KEGG	79	0.00138408504562187	1	0.0216283221875861	2.40774836037961e-05
map02024	Quorum sensing	KEGG	338	0.00833667358275372	1	0.0284097080243976	2.40774836037961e-05
map00780	Biotin metabolism	KEGG	53	0.00746794023789307	1	0.0537816940882441	2.40774836037961e-05
map04122	Sulfur relay system	KEGG	40	0.00265471347132325	1	0.0726979218606663	2.40774836037961e-05
map01051	Biosynthesis of ansamycins	KEGG	64	0.00153687365455416	1	0.0929752066115702	2.40774836037961e-05
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00598880396687979	1	0.13648820347931	2.40774836037961e-05
map00450	Selenocompound metabolism	KEGG	60	0.00400086188306362	1	0.158924450389461	2.40774836037961e-05
map00270	Cysteine and methionine metabolism	KEGG	189	0.00854800889664446	1	0.171895661164373	2.40774836037961e-05
map01232	Nucleotide metabolism	KEGG	177	0.00191945256304368	1	0.174652078064758	2.40774836037961e-05
map03060	Protein export	KEGG	39	0.00212611061715033	1	0.198821679641059	2.40774836037961e-05
map00051	Fructose and mannose metabolism	KEGG	166	0.0046662212209733	1	0.223726445245373	2.40774836037961e-05
map00510	N-Glycan biosynthesis	KEGG	53	0.00320104073844258	1	0.229338842975207	2.40774836037961e-05
map04146	Peroxisome	KEGG	74	0.00224014574345868	1	0.247420563626097	2.40774836037961e-05
map04016	MAPK signaling pathway - plant	KEGG	54	0.00153687365455416	1	0.277064832400801	2.40774836037961e-05
map00730	Thiamine metabolism	KEGG	67	0.00179263790972379	1	0.288317258229893	2.40774836037961e-05
map00330	Arginine and proline metabolism	KEGG	176	0.00304016148739051	1	0.291071964979109	2.40774836037961e-05
map00740	Riboflavin metabolism	KEGG	78	0.00145944338357361	1	0.291322314049587	2.40774836037961e-05
map02026	Biofilm formation - Escherichia coli	KEGG	67	0.00226511118897494	1	0.325684696061748	2.40774836037961e-05
map00061	Fatty acid biosynthesis	KEGG	97	0.0050440656746323	1	0.33614632390385	2.40774836037961e-05
map00564	Glycerophospholipid metabolism	KEGG	171	0.00448008012710786	1	0.347661271287519	2.40774836037961e-05
map00260	Glycine, serine and threonine metabolism	KEGG	157	0.00259581177725616	1	0.393901730673745	2.40774836037961e-05
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.00761279257316939	1	0.409710446912609	2.40774836037961e-05
map00552	Teichoic acid biosynthesis	KEGG	53	0.00147229711314019	1	0.441479401838905	2.40774836037961e-05
map00633	Nitrotoluene degradation	KEGG	49	0.00339928390005733	1	0.472922334582414	2.40774836037961e-05
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.00407625953040793	1	0.515630614444844	2.40774836037961e-05
map00520	Amino sugar and nucleotide sugar metabolism	KEGG	274	0.00316768261911773	1	0.516218591032332	2.40774836037961e-05
map04214	Apoptosis - fly	KEGG	57	0.0070531952119617	1	0.518595041322314	2.40774836037961e-05
map00500	Starch and sucrose metabolism	KEGG	143	0.00190202574177494	1	0.525204967468754	2.40774836037961e-05
map00910	Nitrogen metabolism	KEGG	87	0.00128959404894161	1	0.541495109373515	2.40774836037961e-05
map00140	Steroid hormone biosynthesis	KEGG	146	0.00209245161828008	1	0.543388429752066	2.40774836037961e-05
map04068	FoxO signaling pathway	KEGG	107	0.00671081717759395	1	0.609171611287302	2.40774836037961e-05
map00052	Galactose metabolism	KEGG	124	0.00700687730116818	1	0.642789581072676	2.40774836037961e-05
map00600	Sphingolipid metabolism	KEGG	77	0.00678496157007694	1	0.643252710130399	2.40774836037961e-05
map02010	ABC transporters	KEGG	653	0.00276965507501756	1	0.651129033084084	2.40774836037961e-05
map01220	Degradation of aromatic compounds	KEGG	478	0.00543908034435028	1	0.661954695297323	2.40774836037961e-05
map00760	Nicotinate and nicotinamide metabolism	KEGG	149	0.00139352051861783	1	0.675425696667978	2.40774836037961e-05
map02060	Phosphotransferase system (PTS)	KEGG	129	0.00200082190777674	1	0.688232858444371	2.40774836037961e-05
map00030	Pentose phosphate pathway	KEGG	120	0.00597862067051235	1	0.693670788712857	2.40774836037961e-05
map04080	Neuroactive ligand-receptor interaction	KEGG	380	0.00314888664912309	1	0.700696561241392	2.40774836037961e-05
map00460	Cyanoamino acid metabolism	KEGG	81	0.00226397488401011	1	0.705310119837862	2.40774836037961e-05
map00561	Glycerolipid metabolism	KEGG	129	0.00324764784434586	1	0.709643298041025	2.40774836037961e-05
map00630	Glyoxylate and dicarboxylate metabolism	KEGG	163	0.00333867512767495	1	0.713704715151193	2.40774836037961e-05
map00920	Sulfur metabolism	KEGG	142	0.00153687365455416	1	0.715499579226147	2.40774836037961e-05
map00261	Monobactam biosynthesis	KEGG	67	0.00357558129792207	1	0.735812356754035	2.40774836037961e-05
map05111	Biofilm formation - Vibrio cholerae	KEGG	114	0.00258938345195236	1	0.736591733918419	2.40774836037961e-05
