name	description	database	size	setRank	pSetRank	correctedPValue	adjustedPValue
map00010	Glycolysis / Gluconeogenesis	KEGG	137	0.105044400241963	2.01720645534064e-18	0.0872477201474114	0.000164824778119599
map04066	HIF-1 signaling pathway	KEGG	91	0.096051511956228	1.91457008666666e-17	0.987730061349693	0.000164824778119599
map01230	Biosynthesis of amino acids	KEGG	366	0.0770923606629944	3.78392528061199e-15	0.0274116515921895	0.000164824778119599
map01250	Biosynthesis of nucleotide sugars	KEGG	411	0.0534597191860076	1.15580737693773e-11	0.00121473313664783	0.000164824778119599
map04217	Necroptosis	KEGG	107	0.0171384589761807	0.00164262763561527	0.48180667409435	0.000164824778119599
map00620	Pyruvate metabolism	KEGG	164	0.0151586143069879	0.00714583550934295	0.209730310205081	0.000164824778119599
map00270	Cysteine and methionine metabolism	KEGG	189	0.0131437056558033	0.0345498947565526	0.111299120788849	0.000164824778119599
map01200	Carbon metabolism	KEGG	479	0.0116598156233815	0.116255501717854	0.247567570644704	0.000164824778119599
map01240	Biosynthesis of cofactors	KEGG	703	0.0114751875575075	0.135191980402338	0.174656859291359	0.000164824778119599
map00710	Carbon fixation in photosynthetic organisms	KEGG	59	0.0104687712126158	0.316794812286749	1	0.000164824778119599
map00290	Valine, leucine and isoleucine biosynthesis	KEGG	42	0.00983401386374863	0.546871940681762	1	0.000164824778119599
map00550	Peptidoglycan biosynthesis	KEGG	80	0.00627925803360966	1	1.03015486324749e-05	0.000164824778119599
map00190	Oxidative phosphorylation	KEGG	239	0.00574396150969317	1	0.000127632350286227	0.000164824778119599
map00670	One carbon pool by folate	KEGG	51	0.00736307542434208	1	0.000272406029276429	0.000164824778119599
map00240	Pyrimidine metabolism	KEGG	174	0.00861696711981955	1	0.000724744007689182	0.000164824778119599
map02024	Quorum sensing	KEGG	338	0.00881779708156081	1	0.00186456522758222	0.000164824778119599
map04112	Cell cycle - Caulobacter	KEGG	32	0.00142801122476964	1	0.0127474551555778	0.000164824778119599
map00230	Purine metabolism	KEGG	318	0.00666187821884181	1	0.0200223828817927	0.000164824778119599
map02026	Biofilm formation - Escherichia coli	KEGG	67	0.00202927124135999	1	0.0304239297465781	0.000164824778119599
map03018	RNA degradation	KEGG	79	0.00126498481927264	1	0.0483295790390863	0.000164824778119599
map00900	Terpenoid backbone biosynthesis	KEGG	109	0.00299851310243579	1	0.0687991625073549	0.000164824778119599
map00051	Fructose and mannose metabolism	KEGG	166	0.00593727489708636	1	0.103695390725266	0.000164824778119599
map04016	MAPK signaling pathway - plant	KEGG	54	0.00140462600062092	1	0.103950853196554	0.000164824778119599
map00543	Exopolysaccharide biosynthesis	KEGG	73	0.00133560834673953	1	0.117570149854169	0.000164824778119599
map00300	Lysine biosynthesis	KEGG	83	0.00640805379451906	1	0.140241754484978	0.000164824778119599
map00770	Pantothenate and CoA biosynthesis	KEGG	74	0.00828203435993769	1	0.15041420660527	0.000164824778119599
map00450	Selenocompound metabolism	KEGG	60	0.00107805899605157	1	0.186312776815904	0.000164824778119599
map00260	Glycine, serine and threonine metabolism	KEGG	157	0.00356755942657176	1	0.273956193681802	0.000164824778119599
map00250	Alanine, aspartate and glutamate metabolism	KEGG	98	0.00487966309390058	1	0.323011911337462	0.000164824778119599
map04146	Peroxisome	KEGG	74	0.00167148942061353	1	0.334531831439204	0.000164824778119599
map00730	Thiamine metabolism	KEGG	67	0.00145933979162761	1	0.336584457391018	0.000164824778119599
map01232	Nucleotide metabolism	KEGG	177	0.00165948061673691	1	0.33767774236798	0.000164824778119599
map00780	Biotin metabolism	KEGG	53	0.00211099844943425	1	0.367031711143663	0.000164824778119599
map00740	Riboflavin metabolism	KEGG	78	0.00129581216229695	1	0.374233128834356	0.000164824778119599
map00460	Cyanoamino acid metabolism	KEGG	81	0.00282097153560785	1	0.374745655529698	0.000164824778119599
map00552	Teichoic acid biosynthesis	KEGG	53	0.00228605297591066	1	0.38570775921136	0.000164824778119599
map00562	Inositol phosphate metabolism	KEGG	123	0.00526925237190665	1	0.390098561802273	0.000164824778119599
map03060	Protein export	KEGG	39	0.00179188691510151	1	0.428827478847087	0.000164824778119599
map00940	Phenylpropanoid biosynthesis	KEGG	90	0.00290226091343118	1	0.446293875088002	0.000164824778119599
map01220	Degradation of aromatic compounds	KEGG	478	0.00841980269779915	1	0.465836303103333	0.000164824778119599
map01051	Biosynthesis of ansamycins	KEGG	64	0.00140462600062092	1	0.466257668711656	0.000164824778119599
map04122	Sulfur relay system	KEGG	40	0.00107478984177775	1	0.476340138791109	0.000164824778119599
map00561	Glycerolipid metabolism	KEGG	129	0.00511993813967596	1	0.486485104330108	0.000164824778119599
map00061	Fatty acid biosynthesis	KEGG	97	0.0037782970274806	1	0.487228950397141	0.000164824778119599
map00630	Glyoxylate and dicarboxylate metabolism	KEGG	163	0.00325328776557399	1	0.493526646844313	0.000164824778119599
